slug,weekday_weekend,week,et_hour_block,time_to_resolution_bin,trade_count,volume_shares,volume_usdc_estimate,median_trade_size,max_no_trade_interval_sec,price_jump_count_5c
btc-updown-15m-1787430600,weekend,2026-08-17,12-18,T-5m_to_T-2m,363,8355.975934,4341.91388999482,8.85,16.0,79
btc-updown-15m-1787430600,weekend,2026-08-17,12-18,T-2m_to_T-1m,57,1785.1466950000001,1425.9822230006585,5.32,6.0,11
btc-updown-15m-1787430600,weekend,2026-08-17,12-18,T-60s_to_T-30s,13,239.94000000000003,237.5406,4.42,26.0,0
btc-updown-15m-1787430600,weekend,2026-08-17,12-18,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1787430600,weekend,2026-08-17,12-18,T-15s_to_settlement,1,6.0,5.9399999999999995,6.0,9.0,0
btc-updown-15m-1787441400,weekend,2026-08-17,18-24,T-15m_to_T-10m,217,3308.732329,1611.4933159978743,7.392155,28.0,66
btc-updown-15m-1787441400,weekend,2026-08-17,18-24,T-10m_to_T-5m,350,6445.902024,3207.8052979906884,9.511195,24.0,125
btc-updown-15m-1787441400,weekend,2026-08-17,18-24,T-5m_to_T-2m,87,8294.403318,4437.140876006445,10.0,12.0,25
btc-updown-15m-1787441400,weekend,2026-08-17,18-24,T-2m_to_T-1m,31,2447.4646,648.16605400145,6.0606,18.0,7
btc-updown-15m-1787441400,weekend,2026-08-17,18-24,T-60s_to_T-30s,0,0,0,,30,0
btc-updown-15m-1787441400,weekend,2026-08-17,18-24,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1787441400,weekend,2026-08-17,18-24,T-15s_to_settlement,1,6.06,6.05394,6.06,10.0,0
btc-updown-15m-1787452200,weekend,2026-08-17,18-24,T-15m_to_T-10m,323,4290.228304,1663.1493430321034,7.082346,8.0,112
btc-updown-15m-1787452200,weekend,2026-08-17,18-24,T-10m_to_T-5m,249,4676.913001,2292.802026016674,5.0,10.0,87
btc-updown-15m-1787452200,weekend,2026-08-17,18-24,T-5m_to_T-2m,136,6710.941097,3400.379297986394,10.0505,87.0,22
btc-updown-15m-1787452200,weekend,2026-08-17,18-24,T-2m_to_T-1m,10,399.992201,398.13425000198,6.0363025,22.0,0
btc-updown-15m-1787452200,weekend,2026-08-17,18-24,T-60s_to_T-30s,8,191.938,191.58653599980002,6.5055,13.0,0
btc-updown-15m-1787452200,weekend,2026-08-17,18-24,T-30s_to_T-15s,11,1086.945,988.064035,10.0,3.0,3
btc-updown-15m-1787452200,weekend,2026-08-17,18-24,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1787463000,weekend,2026-08-17,00-06,T-15m_to_T-10m,292,3616.030914,1828.396531017981,5.0,18.0,98
btc-updown-15m-1787463000,weekend,2026-08-17,00-06,T-10m_to_T-5m,295,2870.215405,1466.7701099866126,5.0,14.0,112
btc-updown-15m-1787463000,weekend,2026-08-17,00-06,T-5m_to_T-2m,456,6553.758014,3386.8905529937624,6.170287999999999,8.0,135
btc-updown-15m-1787463000,weekend,2026-08-17,00-06,T-2m_to_T-1m,86,1328.120605,780.0425549966777,6.65789,9.0,18
btc-updown-15m-1787463000,weekend,2026-08-17,00-06,T-60s_to_T-30s,6,322.0,219.8,3.47,21.0,1
btc-updown-15m-1787463000,weekend,2026-08-17,00-06,T-30s_to_T-15s,2,838.65,340.26349999999996,419.325,9.0,1
btc-updown-15m-1787463000,weekend,2026-08-17,00-06,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1787473800,weekend,2026-08-17,00-06,T-15m_to_T-10m,325,4715.984631,2260.244397009064,5.87719,7.0,106
btc-updown-15m-1787473800,weekend,2026-08-17,00-06,T-10m_to_T-5m,282,4566.780196,2702.2520099935286,5.555554,11.0,80
btc-updown-15m-1787473800,weekend,2026-08-17,00-06,T-5m_to_T-2m,39,3972.685133,3716.7288120541825,15.0,53.0,6
btc-updown-15m-1787473800,weekend,2026-08-17,00-06,T-2m_to_T-1m,3,2875.8810000000003,42.2687499665191,1050.0,45.0,2
btc-updown-15m-1787473800,weekend,2026-08-17,00-06,T-60s_to_T-30s,1,126.545,0.999999995524,126.545,21.0,0
btc-updown-15m-1787473800,weekend,2026-08-17,00-06,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1787473800,weekend,2026-08-17,00-06,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1787484600,weekend,2026-08-17,06-12,T-15m_to_T-10m,325,4402.289315,2163.2494659939744,6.833332,12.0,107
btc-updown-15m-1787484600,weekend,2026-08-17,06-12,T-10m_to_T-5m,326,6785.496943,3509.2609740129087,7.0,6.0,116
btc-updown-15m-1787484600,weekend,2026-08-17,06-12,T-5m_to_T-2m,79,3196.949019,1887.676773007806,10.1,15.0,21
btc-updown-15m-1787484600,weekend,2026-08-17,06-12,T-2m_to_T-1m,10,871.9801659999999,870.7115649997746,6.923083,17.0,0
btc-updown-15m-1787484600,weekend,2026-08-17,06-12,T-60s_to_T-30s,1,6.02,6.013979999999999,6.02,21.0,0
btc-updown-15m-1787484600,weekend,2026-08-17,06-12,T-30s_to_T-15s,1,40.28,40.23972,40.28,10.0,0
btc-updown-15m-1787484600,weekend,2026-08-17,06-12,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1787506200,weekend,2026-08-17,12-18,T-15m_to_T-10m,374,5583.043124,2790.703173991702,7.990565500000001,12.0,93
btc-updown-15m-1787506200,weekend,2026-08-17,12-18,T-10m_to_T-5m,268,3358.227164,1698.2693509985913,7.0,15.0,93
btc-updown-15m-1787506200,weekend,2026-08-17,12-18,T-5m_to_T-2m,474,9962.105563,5153.593329009448,10.0,8.0,87
btc-updown-15m-1787506200,weekend,2026-08-17,12-18,T-2m_to_T-1m,125,1877.568452,1043.6898410096999,7.825,3.0,48
btc-updown-15m-1787506200,weekend,2026-08-17,12-18,T-60s_to_T-30s,85,4190.512063,1648.8132520071622,7.0,5.0,16
btc-updown-15m-1787506200,weekend,2026-08-17,12-18,T-30s_to_T-15s,5,1503.84,284.3816,129.0,14.0,1
btc-updown-15m-1787506200,weekend,2026-08-17,12-18,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1787527800,weekend,2026-08-17,18-24,T-15m_to_T-10m,423,6555.354876,2858.5054230177943,6.139309,14.0,145
btc-updown-15m-1787527800,weekend,2026-08-17,18-24,T-10m_to_T-5m,514,8128.862793,4272.073243988384,6.472220500000001,7.0,152
btc-updown-15m-1787527800,weekend,2026-08-17,18-24,T-5m_to_T-2m,168,5601.373753,3233.264216992447,12.0908815,13.0,48
btc-updown-15m-1787527800,weekend,2026-08-17,18-24,T-2m_to_T-1m,5,152.29,151.74243,6.0,18.0,0
btc-updown-15m-1787527800,weekend,2026-08-17,18-24,T-60s_to_T-30s,0,0,0,,30,0
btc-updown-15m-1787527800,weekend,2026-08-17,18-24,T-30s_to_T-15s,2,184.59,184.40541000000002,92.295,8.0,0
btc-updown-15m-1787527800,weekend,2026-08-17,18-24,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1787538600,weekend,2026-08-17,18-24,T-15m_to_T-10m,266,2738.013681,1394.7628970081464,5.0,9.0,100
btc-updown-15m-1787538600,weekend,2026-08-17,18-24,T-10m_to_T-5m,398,5534.1949700000005,2967.333239003551,6.4004315,8.0,119
btc-updown-15m-1787538600,weekend,2026-08-17,18-24,T-5m_to_T-2m,339,5701.74751,2603.596278007149,7.863635,12.0,87
btc-updown-15m-1787538600,weekend,2026-08-17,18-24,T-2m_to_T-1m,185,3813.478839,2064.184635000046,10.23611,6.0,54
btc-updown-15m-1787538600,weekend,2026-08-17,18-24,T-60s_to_T-30s,147,8133.78634,4109.495158024847,20.5,2.0,44
btc-updown-15m-1787538600,weekend,2026-08-17,18-24,T-30s_to_T-15s,60,2775.000394,1448.6642029828856,7.0,3.0,9
btc-updown-15m-1787538600,weekend,2026-08-17,18-24,T-15s_to_settlement,1,5.14,5.0886,5.14,14.0,0
btc-updown-15m-1787554800,weekday,2026-08-24,00-06,T-15m_to_T-10m,268,4687.36293,2495.3678959867298,6.441800000000001,18.0,87
btc-updown-15m-1787554800,weekday,2026-08-24,00-06,T-10m_to_T-5m,242,3109.381704,1619.233340003796,9.1383315,12.0,96
btc-updown-15m-1787554800,weekday,2026-08-24,00-06,T-5m_to_T-2m,124,7100.001954,5033.426487999924,11.455,29.0,24
btc-updown-15m-1787554800,weekday,2026-08-24,00-06,T-2m_to_T-1m,19,1214.935,1199.6381059999999,5.01,32.0,3
btc-updown-15m-1787554800,weekday,2026-08-24,00-06,T-60s_to_T-30s,0,0,0,,30,0
btc-updown-15m-1787554800,weekday,2026-08-24,00-06,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1787554800,weekday,2026-08-24,00-06,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1787598000,weekday,2026-08-24,12-18,T-15m_to_T-10m,370,4570.536917,2207.8365539746706,5.549266,12.0,114
btc-updown-15m-1787598000,weekday,2026-08-24,12-18,T-10m_to_T-5m,601,14602.864275,7739.269196986658,10.0,8.0,161
btc-updown-15m-1787598000,weekday,2026-08-24,12-18,T-5m_to_T-2m,304,10139.749412,6634.78920699888,10.0,6.0,95
btc-updown-15m-1787598000,weekday,2026-08-24,12-18,T-2m_to_T-1m,38,3632.9231,1539.756888002871,12.759999999999998,21.0,10
btc-updown-15m-1787598000,weekday,2026-08-24,12-18,T-60s_to_T-30s,3,114.14999999999999,114.03585,5.0,15.0,0
btc-updown-15m-1787598000,weekday,2026-08-24,12-18,T-30s_to_T-15s,2,315.37,315.05463000000003,157.685,7.0,0
btc-updown-15m-1787598000,weekday,2026-08-24,12-18,T-15s_to_settlement,1,440.0,439.56,440.0,12.0,0
btc-updown-15m-1787662800,weekday,2026-08-24,06-12,T-15m_to_T-10m,394,6087.966129,2863.6807559993736,5.975,9.0,136
btc-updown-15m-1787662800,weekday,2026-08-24,06-12,T-10m_to_T-5m,624,12858.462184,6056.829273948933,9.7573675,11.0,202
btc-updown-15m-1787662800,weekday,2026-08-24,06-12,T-5m_to_T-2m,305,9673.517551,5573.644647947457,12.0,22.0,92
btc-updown-15m-1787662800,weekday,2026-08-24,06-12,T-2m_to_T-1m,26,2431.9216,343.125883998192,20.0,13.0,10
btc-updown-15m-1787662800,weekday,2026-08-24,06-12,T-60s_to_T-30s,2,1074.0,1048.95404,537.0,17.0,1
btc-updown-15m-1787662800,weekday,2026-08-24,06-12,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1787662800,weekday,2026-08-24,06-12,T-15s_to_settlement,1,4.16,4.15584,4.16,8.0,0
btc-updown-15m-1787684400,weekday,2026-08-24,12-18,T-15m_to_T-10m,373,14149.592738,6400.897275134218,11.36,16.0,114
btc-updown-15m-1787684400,weekday,2026-08-24,12-18,T-10m_to_T-5m,253,6242.013044,3341.995932020692,8.22,15.0,97
btc-updown-15m-1787684400,weekday,2026-08-24,12-18,T-5m_to_T-2m,227,9107.893175,4198.22865494859,10.0,6.0,63
btc-updown-15m-1787684400,weekday,2026-08-24,12-18,T-2m_to_T-1m,165,7477.785432,3847.7290640024016,20.583332,5.0,49
btc-updown-15m-1787684400,weekday,2026-08-24,12-18,T-60s_to_T-30s,247,4493.491075,2591.9257759978505,8.0,2.0,37
btc-updown-15m-1787684400,weekday,2026-08-24,12-18,T-30s_to_T-15s,26,1105.80545,1081.7224139996001,11.5505,8.0,1
btc-updown-15m-1787684400,weekday,2026-08-24,12-18,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1787706000,weekday,2026-08-24,18-24,T-15m_to_T-10m,362,12621.459496,6024.79717199479,7.1647605,11.0,97
btc-updown-15m-1787706000,weekday,2026-08-24,18-24,T-10m_to_T-5m,244,5275.953681,3623.196591983657,11.54395,16.0,39
btc-updown-15m-1787706000,weekday,2026-08-24,18-24,T-5m_to_T-2m,133,3127.065306,2127.159944999187,6.29,9.0,44
btc-updown-15m-1787706000,weekday,2026-08-24,18-24,T-2m_to_T-1m,12,797.390777,592.3518599920355,52.599999999999994,21.0,3
btc-updown-15m-1787706000,weekday,2026-08-24,18-24,T-60s_to_T-30s,8,491.451,221.35999999514092,50.0,12.0,5
btc-updown-15m-1787706000,weekday,2026-08-24,18-24,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1787706000,weekday,2026-08-24,18-24,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1787727600,weekday,2026-08-24,00-06,T-15m_to_T-10m,0,0,0,,300,0
btc-updown-15m-1787727600,weekday,2026-08-24,00-06,T-10m_to_T-5m,0,0,0,,300,0
btc-updown-15m-1787727600,weekday,2026-08-24,00-06,T-5m_to_T-2m,0,0,0,,180,0
btc-updown-15m-1787727600,weekday,2026-08-24,00-06,T-2m_to_T-1m,0,0,0,,60,0
btc-updown-15m-1787727600,weekday,2026-08-24,00-06,T-60s_to_T-30s,0,0,0,,30,0
btc-updown-15m-1787727600,weekday,2026-08-24,00-06,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1787727600,weekday,2026-08-24,00-06,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1787770800,weekday,2026-08-24,12-18,T-15m_to_T-10m,379,7900.32922,3946.7903109905965,6.0,6.0,130
btc-updown-15m-1787770800,weekday,2026-08-24,12-18,T-10m_to_T-5m,249,3683.864189,1605.131752985999,7.747244,9.0,92
btc-updown-15m-1787770800,weekday,2026-08-24,12-18,T-5m_to_T-2m,230,4937.223513,1995.0242370094263,10.0,6.0,87
btc-updown-15m-1787770800,weekday,2026-08-24,12-18,T-2m_to_T-1m,19,1628.761914,993.5363850034446,10.0,12.0,9
btc-updown-15m-1787770800,weekday,2026-08-24,12-18,T-60s_to_T-30s,4,222.59,222.36740999999998,34.91,13.0,0
btc-updown-15m-1787770800,weekday,2026-08-24,12-18,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1787770800,weekday,2026-08-24,12-18,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1787814000,weekday,2026-08-24,00-06,T-15m_to_T-10m,226,3664.423273,1758.6534090075313,8.30357,12.0,98
btc-updown-15m-1787814000,weekday,2026-08-24,00-06,T-10m_to_T-5m,177,2828.555408,1254.9527120132714,7.544443,15.0,59
btc-updown-15m-1787814000,weekday,2026-08-24,00-06,T-5m_to_T-2m,88,1678.849186,875.0234449992421,8.210225000000001,15.0,35
btc-updown-15m-1787814000,weekday,2026-08-24,00-06,T-2m_to_T-1m,37,2182.082339,1425.9848369827316,7.01,10.0,7
btc-updown-15m-1787814000,weekday,2026-08-24,00-06,T-60s_to_T-30s,96,2035.607709,642.7404580353058,7.0,13.0,17
btc-updown-15m-1787814000,weekday,2026-08-24,00-06,T-30s_to_T-15s,208,1743.475486,921.2760560032109,5.0,2.0,24
btc-updown-15m-1787814000,weekday,2026-08-24,00-06,T-15s_to_settlement,57,1695.939268,821.9336789941891,12.471426,3.0,18
btc-updown-15m-1787835600,weekday,2026-08-24,06-12,T-15m_to_T-10m,320,8487.98317,3753.5649989087647,7.4758055,17.0,107
btc-updown-15m-1787835600,weekday,2026-08-24,06-12,T-10m_to_T-5m,380,8765.682367,4300.692906016094,7.066428,8.0,140
btc-updown-15m-1787835600,weekday,2026-08-24,06-12,T-5m_to_T-2m,409,7880.356989,4037.583987968573,8.0,5.0,136
btc-updown-15m-1787835600,weekday,2026-08-24,06-12,T-2m_to_T-1m,60,2220.665305,1493.9780109868066,10.20405,5.0,17
btc-updown-15m-1787835600,weekday,2026-08-24,06-12,T-60s_to_T-30s,1,10.59,10.4841,10.59,24.0,0
btc-updown-15m-1787835600,weekday,2026-08-24,06-12,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1787835600,weekday,2026-08-24,06-12,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1787878800,weekday,2026-08-24,18-24,T-15m_to_T-10m,429,11927.283672,4881.031679013535,10.0,11.0,141
btc-updown-15m-1787878800,weekday,2026-08-24,18-24,T-10m_to_T-5m,200,3246.0900189999998,2101.715562001055,6.2162205,16.0,70
btc-updown-15m-1787878800,weekday,2026-08-24,18-24,T-5m_to_T-2m,140,9456.113733,4806.537381972235,14.017407500000001,14.0,48
btc-updown-15m-1787878800,weekday,2026-08-24,18-24,T-2m_to_T-1m,10,1422.92711,804.303041995079,50.0,27.0,3
btc-updown-15m-1787878800,weekday,2026-08-24,18-24,T-60s_to_T-30s,1,53.42,53.36658,53.42,21.0,0
btc-updown-15m-1787878800,weekday,2026-08-24,18-24,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1787878800,weekday,2026-08-24,18-24,T-15s_to_settlement,1,7.0,6.993,7.0,10.0,0
btc-updown-15m-1787900400,weekday,2026-08-24,00-06,T-15m_to_T-10m,311,4742.344858,2253.123908998013,7.042251,9.0,112
btc-updown-15m-1787900400,weekday,2026-08-24,00-06,T-10m_to_T-5m,305,11239.432336,5494.31269306028,10.0,30.0,83
btc-updown-15m-1787900400,weekday,2026-08-24,00-06,T-5m_to_T-2m,18,6738.204887,6359.394464093458,17.5175,31.0,5
btc-updown-15m-1787900400,weekday,2026-08-24,00-06,T-2m_to_T-1m,0,0,0,,60,0
btc-updown-15m-1787900400,weekday,2026-08-24,00-06,T-60s_to_T-30s,0,0,0,,30,0
btc-updown-15m-1787900400,weekday,2026-08-24,00-06,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1787900400,weekday,2026-08-24,00-06,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1787922000,weekday,2026-08-24,06-12,T-15m_to_T-10m,276,4599.212803,2202.9579280037124,8.95,14.0,91
btc-updown-15m-1787922000,weekday,2026-08-24,06-12,T-10m_to_T-5m,420,8518.065088,4272.348266029182,8.173708999999999,6.0,135
btc-updown-15m-1787922000,weekday,2026-08-24,06-12,T-5m_to_T-2m,154,2763.886433,1395.8617749987686,8.888887,6.0,62
btc-updown-15m-1787922000,weekday,2026-08-24,06-12,T-2m_to_T-1m,41,1374.702077,733.9092000043674,8.16665,12.0,13
btc-updown-15m-1787922000,weekday,2026-08-24,06-12,T-60s_to_T-30s,1,5.61,5.5539000000000005,5.61,24.0,0
btc-updown-15m-1787922000,weekday,2026-08-24,06-12,T-30s_to_T-15s,1,15.47,15.3153,15.47,12.0,0
btc-updown-15m-1787922000,weekday,2026-08-24,06-12,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1787981400,weekend,2026-08-24,00-06,T-15m_to_T-10m,129,2921.99931,1455.8246569860798,10.208332,24.0,20
btc-updown-15m-1787981400,weekend,2026-08-24,00-06,T-10m_to_T-5m,327,5502.169461,2923.6120640050485,7.692305,8.0,113
btc-updown-15m-1787981400,weekend,2026-08-24,00-06,T-5m_to_T-2m,181,4596.126448,2178.133392026024,10.638283,15.0,56
btc-updown-15m-1787981400,weekend,2026-08-24,00-06,T-2m_to_T-1m,49,1098.004194,777.4487549987141,10.101,13.0,9
btc-updown-15m-1787981400,weekend,2026-08-24,00-06,T-60s_to_T-30s,6,30.1705,29.868795,4.365,15.0,0
btc-updown-15m-1787981400,weekend,2026-08-24,00-06,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1787981400,weekend,2026-08-24,00-06,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1788003000,weekend,2026-08-24,06-12,T-15m_to_T-10m,151,2081.631821,1059.4115260230533,5.0,9.0,52
btc-updown-15m-1788003000,weekend,2026-08-24,06-12,T-10m_to_T-5m,227,4323.173785,2128.1124660102732,7.692306,18.0,83
btc-updown-15m-1788003000,weekend,2026-08-24,06-12,T-5m_to_T-2m,175,3987.685591,2295.8558809953665,10.09,11.0,54
btc-updown-15m-1788003000,weekend,2026-08-24,06-12,T-2m_to_T-1m,21,1342.0073,639.741027,10.0,15.0,7
btc-updown-15m-1788003000,weekend,2026-08-24,06-12,T-60s_to_T-30s,2,537.14,536.60286,268.57,18.0,0
btc-updown-15m-1788003000,weekend,2026-08-24,06-12,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1788003000,weekend,2026-08-24,06-12,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1788013800,weekend,2026-08-24,06-12,T-15m_to_T-10m,94,1383.321382,682.4068660052153,6.87,43.0,9
btc-updown-15m-1788013800,weekend,2026-08-24,06-12,T-10m_to_T-5m,346,5627.335627,3047.1113349920515,7.0925535,9.0,102
btc-updown-15m-1788013800,weekend,2026-08-24,06-12,T-5m_to_T-2m,113,8944.492502,4910.687491025592,10.101,34.0,17
btc-updown-15m-1788013800,weekend,2026-08-24,06-12,T-2m_to_T-1m,10,211.76000000000002,63.63466,5.503,25.0,2
btc-updown-15m-1788013800,weekend,2026-08-24,06-12,T-60s_to_T-30s,7,895.004,894.1089959999999,60.0,9.0,0
btc-updown-15m-1788013800,weekend,2026-08-24,06-12,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1788013800,weekend,2026-08-24,06-12,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1788024600,weekend,2026-08-24,12-18,T-15m_to_T-10m,274,5283.972193,2704.3993180114903,8.333332,15.0,101
btc-updown-15m-1788024600,weekend,2026-08-24,12-18,T-10m_to_T-5m,357,7614.885257,4037.449436002756,7.5,6.0,127
btc-updown-15m-1788024600,weekend,2026-08-24,12-18,T-5m_to_T-2m,336,7305.723873,3825.8058459951444,10.4049175,11.0,99
btc-updown-15m-1788024600,weekend,2026-08-24,12-18,T-2m_to_T-1m,73,1853.495316,1034.247085991498,10.5263,6.0,34
btc-updown-15m-1788024600,weekend,2026-08-24,12-18,T-60s_to_T-30s,25,1508.900608,586.2349599993497,8.27,4.0,7
btc-updown-15m-1788024600,weekend,2026-08-24,12-18,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1788024600,weekend,2026-08-24,12-18,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1788035400,weekend,2026-08-24,12-18,T-15m_to_T-10m,362,6080.029885,2466.0001400044703,8.0,9.0,133
btc-updown-15m-1788035400,weekend,2026-08-24,12-18,T-10m_to_T-5m,255,4424.134894,2103.287268969305,5.8,12.0,102
btc-updown-15m-1788035400,weekend,2026-08-24,12-18,T-5m_to_T-2m,150,3744.99086,2025.7392210107776,8.09,6.0,58
btc-updown-15m-1788035400,weekend,2026-08-24,12-18,T-2m_to_T-1m,67,4713.159594,3823.6011979608925,6.0,6.0,18
btc-updown-15m-1788035400,weekend,2026-08-24,12-18,T-60s_to_T-30s,1,100.0,1.0,100.0,18.0,0
btc-updown-15m-1788035400,weekend,2026-08-24,12-18,T-30s_to_T-15s,2,2.24,2.2176,1.12,9.0,0
btc-updown-15m-1788035400,weekend,2026-08-24,12-18,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1788046200,weekend,2026-08-24,18-24,T-15m_to_T-10m,198,3710.110426,1886.259316988951,10.0,20.0,43
btc-updown-15m-1788046200,weekend,2026-08-24,18-24,T-10m_to_T-5m,306,9244.681029,4086.252108017953,11.4766615,24.0,98
btc-updown-15m-1788046200,weekend,2026-08-24,18-24,T-5m_to_T-2m,157,3550.671386,1703.9271549998116,10.0,12.0,58
btc-updown-15m-1788046200,weekend,2026-08-24,18-24,T-2m_to_T-1m,100,3726.0346,1666.3119329850479,10.0,3.0,42
btc-updown-15m-1788046200,weekend,2026-08-24,18-24,T-60s_to_T-30s,378,9228.082184,4248.1578789784235,10.0,2.0,41
btc-updown-15m-1788046200,weekend,2026-08-24,18-24,T-30s_to_T-15s,211,3020.700123,1782.1607539986612,10.0,2.0,17
btc-updown-15m-1788046200,weekend,2026-08-24,18-24,T-15s_to_settlement,50,1687.0622,1286.5533880202424,7.04,3.0,16
btc-updown-15m-1788067800,weekend,2026-08-24,00-06,T-15m_to_T-10m,93,3023.841866,1543.9382789888953,11.11111,33.0,32
btc-updown-15m-1788067800,weekend,2026-08-24,00-06,T-10m_to_T-5m,263,4884.938236,2275.2843280112666,7.35294,7.0,80
btc-updown-15m-1788067800,weekend,2026-08-24,00-06,T-5m_to_T-2m,157,4523.843088,2532.5883839853086,8.0,12.0,40
btc-updown-15m-1788067800,weekend,2026-08-24,00-06,T-2m_to_T-1m,101,3292.124902,1598.8994029871856,10.0,9.0,29
btc-updown-15m-1788067800,weekend,2026-08-24,00-06,T-60s_to_T-30s,75,1420.236649,937.7528710141362,10.0,5.0,10
btc-updown-15m-1788067800,weekend,2026-08-24,00-06,T-30s_to_T-15s,15,305.682,205.62518,5.6,8.0,3
btc-updown-15m-1788067800,weekend,2026-08-24,00-06,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1788089400,weekend,2026-08-24,06-12,T-15m_to_T-10m,407,9508.352066,4839.405650965816,10.0,15.0,125
btc-updown-15m-1788089400,weekend,2026-08-24,06-12,T-10m_to_T-5m,323,8630.702506,4358.276225960153,7.608687,10.0,110
btc-updown-15m-1788089400,weekend,2026-08-24,06-12,T-5m_to_T-2m,304,8934.744579,4758.119641941953,10.0,12.0,86
btc-updown-15m-1788089400,weekend,2026-08-24,06-12,T-2m_to_T-1m,149,4942.731023,2780.8902749623176,12.215185,5.0,43
btc-updown-15m-1788089400,weekend,2026-08-24,06-12,T-60s_to_T-30s,55,1415.710981,942.1545459994692,8.71,5.0,10
btc-updown-15m-1788089400,weekend,2026-08-24,06-12,T-30s_to_T-15s,5,527.8100000000001,326.53190000000006,100.0,6.0,2
btc-updown-15m-1788089400,weekend,2026-08-24,06-12,T-15s_to_settlement,0,0,0,,15,0
btc-updown-15m-1788100200,weekend,2026-08-24,06-12,T-15m_to_T-10m,316,7358.491935,3595.9429959973786,8.530000000000001,12.0,115
btc-updown-15m-1788100200,weekend,2026-08-24,06-12,T-10m_to_T-5m,252,5970.342102,3698.469266973489,8.0,11.0,85
btc-updown-15m-1788100200,weekend,2026-08-24,06-12,T-5m_to_T-2m,66,4506.039186,3911.7739670515457,20.3152565,32.0,17
btc-updown-15m-1788100200,weekend,2026-08-24,06-12,T-2m_to_T-1m,9,3370.508,509.24295600000005,100.0,20.0,5
btc-updown-15m-1788100200,weekend,2026-08-24,06-12,T-60s_to_T-30s,6,1245.979,1144.933021,62.002,18.0,2
btc-updown-15m-1788100200,weekend,2026-08-24,06-12,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1788100200,weekend,2026-08-24,06-12,T-15s_to_settlement,1,1.25,1.24875,1.25,10.0,0
btc-updown-15m-1788111000,weekend,2026-08-24,12-18,T-15m_to_T-10m,245,8550.508165,4624.128830047206,10.0,18.0,102
btc-updown-15m-1788111000,weekend,2026-08-24,12-18,T-10m_to_T-5m,282,5593.251005,3185.943672977612,6.335647,6.0,106
btc-updown-15m-1788111000,weekend,2026-08-24,12-18,T-5m_to_T-2m,146,5262.291916,3274.9858579986417,10.0,13.0,29
btc-updown-15m-1788111000,weekend,2026-08-24,12-18,T-2m_to_T-1m,0,0,0,,60,0
btc-updown-15m-1788111000,weekend,2026-08-24,12-18,T-60s_to_T-30s,5,1092.43,93.33757,20.0,11.0,2
btc-updown-15m-1788111000,weekend,2026-08-24,12-18,T-30s_to_T-15s,0,0,0,,15,0
btc-updown-15m-1788111000,weekend,2026-08-24,12-18,T-15s_to_settlement,1,1.21,1.20879,1.21,9.0,0
btc-updown-15m-1788121800,weekend,2026-08-24,12-18,T-15m_to_T-10m,427,8379.588579,2956.5292249771023,7.45714,6.0,156
btc-updown-15m-1788121800,weekend,2026-08-24,12-18,T-10m_to_T-5m,447,11039.725561,5486.60459196167,10.0,8.0,130
btc-updown-15m-1788121800,weekend,2026-08-24,12-18,T-5m_to_T-2m,100,3955.987318,3222.770991999248,10.0,19.0,24
